age,job,marital,education,Account_Balance,Channel,month,Campaign_Contacts,Previous_Outcome,Converted,Month_No
56,retired,married,tertiary,839,cellular,nov,1,other,0,11
34,entrepreneur,married,secondary,1368,cellular,nov,2,unknown,0,11
46,entrepreneur,married,tertiary,1082,cellular,nov,1,unknown,0,11
43,management,married,secondary,481,telephone,nov,1,other,0,11
36,management,single,tertiary,3343,cellular,nov,1,unknown,0,11
33,blue-collar,married,primary,3074,cellular,nov,1,unknown,0,11
51,technician,divorced,secondary,5964,cellular,nov,4,unknown,0,11
42,management,married,secondary,283,cellular,nov,1,unknown,0,11
30,technician,married,secondary,-306,cellular,nov,1,failure,0,11
41,entrepreneur,married,secondary,353,cellular,nov,2,unknown,0,11
48,management,married,tertiary,571,cellular,nov,2,unknown,0,11
51,management,married,tertiary,-20,cellular,nov,3,unknown,0,11
43,entrepreneur,married,tertiary,1574,cellular,nov,3,unknown,0,11
55,technician,married,secondary,6043,cellular,nov,3,unknown,0,11
44,services,married,secondary,1106,telephone,nov,5,failure,0,11
33,management,single,tertiary,48,cellular,nov,5,unknown,0,11
39,blue-collar,married,primary,4,cellular,nov,5,unknown,0,11
35,management,divorced,tertiary,808,cellular,nov,1,unknown,0,11
31,technician,divorced,tertiary,1200,cellular,nov,1,unknown,0,11
35,management,married,tertiary,12256,cellular,nov,4,unknown,0,11
41,entrepreneur,married,tertiary,171,cellular,nov,1,failure,0,11
36,admin.,single,tertiary,2317,cellular,nov,2,unknown,0,11
33,management,married,tertiary,2744,telephone,nov,1,unknown,0,11
37,management,married,tertiary,156,cellular,nov,3,unknown,1,11
36,management,married,tertiary,481,cellular,nov,3,unknown,0,11
35,technician,divorced,tertiary,4515,cellular,nov,2,unknown,0,11
44,admin.,married,secondary,1206,cellular,nov,3,unknown,0,11
58,self-employed,married,tertiary,8014,cellular,nov,2,failure,0,11
55,blue-collar,divorced,secondary,4053,cellular,nov,1,failure,0,11
53,management,married,tertiary,57,cellular,nov,3,unknown,0,11
58,technician,married,secondary,4717,cellular,nov,1,unknown,0,11
33,management,married,tertiary,1148,cellular,nov,1,unknown,0,11
32,admin.,single,tertiary,1583,cellular,nov,1,failure,0,11
46,technician,single,secondary,874,cellular,nov,3,unknown,1,11
31,technician,single,secondary,3500,cellular,nov,1,unknown,0,11
50,housemaid,divorced,secondary,0,cellular,nov,1,unknown,0,11
38,entrepreneur,married,tertiary,83,cellular,nov,1,unknown,0,11
30,management,single,tertiary,5561,cellular,nov,1,unknown,1,11
46,blue-collar,divorced,secondary,138,cellular,nov,1,unknown,0,11
42,technician,married,secondary,-556,cellular,nov,1,unknown,0,11
45,management,married,tertiary,1416,cellular,nov,1,unknown,0,11
36,management,married,tertiary,3839,cellular,nov,1,unknown,0,11
48,technician,married,primary,-530,cellular,nov,1,unknown,0,11
42,services,married,tertiary,412,telephone,nov,4,failure,0,11
30,management,married,tertiary,314,cellular,nov,2,success,0,11
37,technician,married,secondary,7957,cellular,nov,1,failure,0,11
39,management,single,secondary,4278,cellular,nov,1,other,0,11
30,entrepreneur,married,tertiary,23,cellular,nov,1,unknown,0,11
32,services,divorced,secondary,1156,cellular,nov,1,failure,0,11
38,blue-collar,married,primary,10443,cellular,nov,1,unknown,0,11
47,entrepreneur,divorced,secondary,392,cellular,nov,1,unknown,0,11
39,management,single,tertiary,1682,cellular,nov,1,failure,0,11
31,management,single,tertiary,3625,cellular,nov,1,failure,0,11
38,technician,married,tertiary,11766,cellular,nov,1,unknown,0,11
50,services,divorced,secondary,2015,cellular,nov,1,unknown,0,11
32,blue-collar,single,secondary,1721,cellular,nov,2,failure,0,11
45,management,married,secondary,38,cellular,nov,1,failure,0,11
33,management,single,tertiary,541,cellular,nov,1,failure,0,11
35,blue-collar,single,secondary,4845,cellular,nov,1,unknown,0,11
33,management,single,tertiary,102,cellular,nov,1,unknown,0,11
30,management,single,tertiary,54,cellular,nov,1,failure,0,11
52,admin.,married,secondary,299,cellular,nov,4,unknown,0,11
50,blue-collar,married,primary,167,cellular,nov,1,unknown,0,11
52,management,married,tertiary,488,cellular,nov,3,unknown,0,11
35,services,single,secondary,0,cellular,nov,4,unknown,0,11
45,entrepreneur,married,tertiary,2185,cellular,nov,4,unknown,0,11
34,blue-collar,single,primary,-343,cellular,nov,1,unknown,0,11
43,entrepreneur,single,primary,2124,cellular,nov,1,unknown,0,11
31,management,married,tertiary,4924,cellular,nov,1,failure,0,11
54,management,married,tertiary,6525,cellular,nov,1,failure,0,11
33,management,married,tertiary,3696,cellular,nov,1,failure,0,11
31,self-employed,single,unknown,7118,cellular,nov,1,other,0,11
33,management,single,tertiary,896,cellular,nov,1,unknown,0,11
37,services,married,secondary,345,cellular,nov,1,unknown,0,11
53,management,divorced,primary,255,cellular,nov,1,unknown,0,11
58,entrepreneur,married,tertiary,6384,cellular,nov,3,unknown,0,11
48,unemployed,married,secondary,1811,telephone,nov,4,failure,0,11
40,management,married,tertiary,2168,cellular,nov,1,unknown,0,11
36,services,divorced,secondary,2390,cellular,nov,1,unknown,0,11
33,management,married,tertiary,0,cellular,nov,1,failure,0,11
33,technician,married,tertiary,575,cellular,nov,1,unknown,0,11
33,blue-collar,married,primary,359,cellular,nov,1,unknown,0,11
37,management,divorced,tertiary,2519,cellular,nov,1,unknown,0,11
51,technician,married,secondary,113,cellular,nov,1,unknown,0,11
57,retired,single,primary,604,cellular,nov,1,unknown,0,11
31,blue-collar,single,secondary,-366,cellular,nov,1,other,0,11
46,technician,married,tertiary,3941,cellular,nov,1,unknown,0,11
35,technician,married,secondary,0,telephone,nov,1,unknown,0,11
55,management,married,tertiary,4649,cellular,nov,4,unknown,0,11
32,services,single,secondary,545,cellular,nov,1,unknown,0,11
30,management,single,tertiary,4319,cellular,nov,1,unknown,0,11
32,blue-collar,married,secondary,2089,cellular,nov,1,success,0,11
41,management,married,tertiary,1495,cellular,nov,2,unknown,0,11
35,unemployed,married,secondary,315,telephone,nov,1,unknown,0,11
51,unemployed,married,secondary,1760,cellular,nov,1,unknown,0,11
43,technician,married,secondary,186,cellular,nov,1,unknown,0,11
40,management,married,tertiary,12409,cellular,nov,1,failure,0,11
37,technician,divorced,secondary,0,cellular,nov,1,unknown,0,11
38,admin.,single,secondary,2600,cellular,nov,1,unknown,0,11
33,services,married,secondary,1082,cellular,nov,1,unknown,0,11
52,retired,married,secondary,424,cellular,nov,1,failure,0,11
31,technician,single,secondary,1186,cellular,nov,1,failure,0,11
35,management,married,tertiary,2801,cellular,nov,2,failure,0,11
32,management,single,tertiary,2667,cellular,nov,1,success,0,11
31,technician,single,secondary,1188,cellular,nov,1,unknown,0,11
33,management,single,tertiary,659,cellular,nov,1,unknown,0,11
30,admin.,single,secondary,382,cellular,nov,1,failure,0,11
31,blue-collar,married,primary,4728,cellular,nov,1,other,0,11
32,entrepreneur,married,tertiary,964,cellular,nov,1,failure,0,11
35,management,single,tertiary,578,cellular,nov,1,unknown,0,11
36,self-employed,married,secondary,189,cellular,nov,1,failure,0,11
40,self-employed,divorced,tertiary,1077,cellular,nov,1,unknown,0,11
35,blue-collar,divorced,tertiary,3547,cellular,nov,1,unknown,0,11
42,services,married,tertiary,12223,cellular,nov,1,unknown,0,11
31,technician,single,tertiary,1881,cellular,nov,1,unknown,0,11
40,services,married,secondary,961,cellular,nov,1,other,0,11
35,unemployed,single,secondary,-126,cellular,nov,1,unknown,0,11
32,blue-collar,married,secondary,1520,cellular,nov,1,unknown,0,11
52,self-employed,married,secondary,-201,cellular,nov,1,failure,0,11
35,management,married,tertiary,3889,cellular,nov,2,unknown,0,11
42,services,divorced,secondary,266,cellular,nov,1,unknown,0,11
45,management,divorced,secondary,644,cellular,nov,1,success,1,11
37,services,single,secondary,50,cellular,nov,1,other,0,11
56,retired,divorced,secondary,1886,cellular,nov,1,unknown,0,11
59,blue-collar,married,secondary,16869,cellular,nov,1,unknown,0,11
45,housemaid,married,secondary,16358,telephone,nov,1,unknown,0,11
36,management,married,tertiary,-485,cellular,nov,1,unknown,0,11
35,management,divorced,tertiary,859,cellular,nov,1,unknown,1,11
32,blue-collar,married,primary,3136,cellular,nov,1,unknown,1,11
30,services,single,primary,0,cellular,nov,1,unknown,1,11
42,management,divorced,primary,0,cellular,nov,5,unknown,0,11
58,management,married,secondary,60,cellular,nov,2,unknown,0,11
39,blue-collar,single,primary,6,cellular,nov,2,unknown,0,11
36,admin.,single,tertiary,649,cellular,nov,1,other,0,11
43,management,married,tertiary,13044,cellular,nov,1,failure,0,11
35,management,divorced,tertiary,771,cellular,nov,1,failure,0,11
30,management,married,tertiary,86,cellular,nov,1,other,0,11
32,services,married,secondary,1082,cellular,nov,1,unknown,0,11
34,blue-collar,married,secondary,1897,cellular,nov,1,unknown,0,11
39,technician,married,secondary,3494,cellular,nov,1,failure,0,11
30,admin.,married,secondary,521,cellular,nov,1,unknown,0,11
49,technician,divorced,secondary,342,cellular,nov,3,unknown,0,11
57,retired,married,primary,1335,cellular,nov,2,unknown,0,11
54,management,married,secondary,0,cellular,nov,1,unknown,0,11
37,self-employed,married,tertiary,804,cellular,nov,1,other,0,11
49,management,married,tertiary,6613,cellular,nov,1,failure,0,11
30,blue-collar,divorced,secondary,4591,cellular,nov,1,other,0,11
34,blue-collar,married,secondary,360,telephone,nov,1,failure,0,11
54,admin.,married,secondary,3136,telephone,nov,1,unknown,0,11
52,admin.,married,primary,6286,cellular,nov,1,unknown,0,11
57,entrepreneur,married,tertiary,1828,cellular,nov,1,unknown,0,11
41,admin.,married,secondary,80,cellular,nov,1,unknown,0,11
48,management,married,tertiary,5057,cellular,nov,1,unknown,0,11
33,technician,married,secondary,1234,cellular,nov,1,failure,0,11
55,technician,married,secondary,0,cellular,nov,1,unknown,0,11
30,self-employed,single,secondary,-617,cellular,nov,1,unknown,1,11
48,management,married,secondary,3663,cellular,nov,1,unknown,0,11
30,blue-collar,married,secondary,8,cellular,nov,1,unknown,0,11
41,admin.,single,secondary,621,telephone,nov,1,unknown,0,11
31,housemaid,single,tertiary,287,cellular,nov,1,unknown,0,11
45,technician,divorced,secondary,1309,cellular,nov,1,failure,0,11
30,management,single,tertiary,234,cellular,nov,1,failure,0,11
39,admin.,married,secondary,168,cellular,nov,1,unknown,0,11
35,self-employed,married,tertiary,1340,cellular,nov,1,unknown,0,11
56,management,married,secondary,238,cellular,nov,1,unknown,0,11
42,blue-collar,married,secondary,-430,cellular,nov,2,unknown,0,11
34,technician,married,secondary,1,cellular,nov,1,unknown,0,11
35,entrepreneur,married,secondary,6851,cellular,nov,1,unknown,0,11
47,unemployed,married,tertiary,1172,cellular,nov,1,unknown,0,11
40,entrepreneur,married,tertiary,1024,cellular,nov,1,unknown,0,11
32,unemployed,single,tertiary,1611,cellular,nov,1,failure,0,11
44,self-employed,married,tertiary,4411,cellular,nov,1,unknown,0,11
33,management,married,tertiary,2441,cellular,nov,1,unknown,0,11
41,technician,married,tertiary,67,cellular,nov,1,unknown,1,11
31,blue-collar,married,secondary,1570,cellular,nov,2,other,0,11
59,management,married,unknown,3428,cellular,nov,1,unknown,0,11
45,entrepreneur,married,tertiary,1,cellular,nov,1,unknown,0,11
49,management,married,secondary,1623,cellular,nov,2,unknown,1,11
46,blue-collar,single,primary,96,cellular,nov,1,unknown,0,11
39,admin.,married,secondary,159,cellular,nov,1,unknown,0,11
55,blue-collar,married,primary,4103,cellular,nov,1,unknown,0,11
54,unemployed,married,primary,6427,telephone,nov,1,unknown,0,11
45,management,married,tertiary,80,cellular,nov,1,unknown,0,11
40,self-employed,married,tertiary,2977,cellular,nov,1,failure,0,11
46,blue-collar,married,secondary,15,cellular,nov,2,failure,0,11
50,entrepreneur,divorced,tertiary,816,cellular,nov,1,unknown,0,11
30,blue-collar,single,secondary,447,cellular,nov,2,failure,0,11
44,entrepreneur,married,secondary,2878,telephone,nov,3,unknown,0,11
32,management,single,tertiary,4262,cellular,nov,1,unknown,0,11
34,blue-collar,married,primary,2490,cellular,nov,2,failure,0,11
34,management,single,tertiary,1,cellular,nov,1,unknown,0,11
33,housemaid,married,tertiary,0,cellular,nov,1,unknown,0,11
55,services,divorced,tertiary,1983,telephone,nov,1,unknown,0,11
46,self-employed,married,tertiary,2421,cellular,nov,1,failure,1,11
49,services,married,unknown,1990,cellular,nov,4,unknown,0,11
39,blue-collar,married,primary,800,cellular,nov,6,unknown,0,11
50,management,married,secondary,1580,cellular,nov,3,unknown,0,11
32,technician,single,tertiary,360,cellular,nov,2,unknown,0,11
32,admin.,single,secondary,10218,cellular,nov,2,unknown,0,11
47,technician,married,secondary,85,cellular,nov,2,unknown,0,11
56,management,married,tertiary,705,cellular,nov,2,unknown,0,11
54,blue-collar,married,primary,6191,cellular,nov,2,unknown,0,11
40,blue-collar,married,primary,4608,telephone,nov,2,failure,0,11
53,retired,married,tertiary,1452,cellular,nov,2,failure,0,11
35,technician,married,secondary,2189,cellular,nov,3,unknown,0,11
35,management,married,tertiary,1095,cellular,nov,2,unknown,0,11
51,blue-collar,married,primary,-637,cellular,nov,2,unknown,0,11
40,housemaid,married,secondary,1783,cellular,nov,1,unknown,0,11
35,management,married,tertiary,131,cellular,nov,1,unknown,0,11
41,management,divorced,tertiary,8106,cellular,nov,1,unknown,0,11
39,entrepreneur,married,primary,3373,cellular,nov,5,unknown,0,11
30,management,single,tertiary,2708,cellular,nov,1,unknown,0,11
39,management,married,tertiary,-233,cellular,nov,1,unknown,0,11
39,technician,divorced,secondary,688,cellular,nov,1,unknown,0,11
39,admin.,single,secondary,2749,cellular,nov,1,unknown,0,11
52,services,single,secondary,1810,telephone,nov,1,unknown,0,11
56,retired,single,tertiary,352,cellular,nov,1,unknown,0,11
34,management,married,tertiary,395,cellular,nov,2,unknown,0,11
32,management,single,tertiary,2280,cellular,nov,2,unknown,0,11
46,technician,divorced,secondary,-26,cellular,nov,1,other,0,11
51,technician,divorced,tertiary,4143,cellular,nov,1,unknown,0,11
46,services,married,tertiary,2520,cellular,nov,1,unknown,0,11
57,unemployed,divorced,secondary,2762,telephone,nov,1,unknown,0,11
38,technician,married,secondary,4030,cellular,nov,2,failure,0,11
35,self-employed,married,tertiary,8647,cellular,nov,2,unknown,0,11
41,blue-collar,single,secondary,81,cellular,nov,3,unknown,0,11
38,blue-collar,married,primary,-459,cellular,nov,2,unknown,0,11
43,management,married,tertiary,1429,cellular,nov,1,other,1,11
47,management,married,unknown,4189,cellular,nov,3,unknown,1,11
54,management,married,tertiary,11246,cellular,nov,2,unknown,0,11
48,services,single,secondary,2749,cellular,nov,1,unknown,0,11
32,management,married,tertiary,1923,cellular,nov,1,unknown,0,11
31,housemaid,married,secondary,14,cellular,nov,1,unknown,0,11
34,management,married,secondary,2311,cellular,nov,1,unknown,0,11
31,technician,single,tertiary,849,cellular,nov,1,unknown,0,11
32,management,married,tertiary,0,cellular,nov,1,unknown,0,11
32,technician,married,secondary,599,cellular,nov,1,unknown,0,11
34,admin.,single,tertiary,3092,cellular,nov,1,unknown,0,11
51,entrepreneur,married,secondary,5403,cellular,nov,1,unknown,0,11
54,technician,married,secondary,4475,cellular,nov,1,unknown,0,11
51,retired,married,tertiary,580,cellular,nov,2,unknown,1,11
32,technician,divorced,secondary,18,telephone,nov,1,failure,0,11
40,student,married,secondary,260,cellular,nov,1,failure,0,11
30,unemployed,single,tertiary,1622,cellular,nov,1,unknown,0,11
35,self-employed,single,tertiary,538,cellular,nov,1,failure,0,11
31,blue-collar,married,secondary,69,cellular,nov,1,unknown,0,11
44,admin.,married,tertiary,688,telephone,nov,1,unknown,0,11
33,entrepreneur,single,secondary,1808,cellular,nov,1,unknown,0,11
31,unemployed,married,secondary,24,cellular,nov,1,unknown,0,11
32,blue-collar,married,primary,66,cellular,nov,1,unknown,0,11
32,self-employed,married,tertiary,210,cellular,nov,1,unknown,0,11
53,retired,married,tertiary,1778,cellular,nov,2,unknown,0,11
36,self-employed,single,tertiary,1296,cellular,nov,4,unknown,0,11
49,admin.,single,secondary,0,cellular,nov,2,unknown,0,11
33,management,married,tertiary,-148,cellular,nov,2,unknown,0,11
32,technician,married,secondary,524,cellular,nov,1,failure,0,11
41,blue-collar,married,primary,1491,cellular,nov,2,unknown,0,11
43,blue-collar,single,secondary,9102,cellular,nov,1,unknown,0,11
32,services,single,secondary,2615,cellular,nov,1,unknown,1,11
33,management,single,tertiary,5945,cellular,nov,1,unknown,0,11
54,admin.,married,secondary,1239,cellular,nov,1,unknown,0,11
35,management,single,tertiary,1531,cellular,nov,1,unknown,0,11
41,management,married,tertiary,36,cellular,nov,3,unknown,0,11
48,admin.,married,secondary,1428,cellular,nov,1,unknown,0,11
33,self-employed,married,tertiary,-103,cellular,nov,2,failure,0,11
33,management,single,tertiary,201,cellular,nov,1,failure,0,11
39,housemaid,married,secondary,1444,cellular,nov,1,success,0,11
53,unemployed,divorced,secondary,587,cellular,nov,1,unknown,1,11
46,blue-collar,married,secondary,9347,cellular,nov,1,other,0,11
38,services,married,secondary,8876,cellular,nov,1,unknown,0,11
40,management,married,secondary,156,cellular,nov,1,unknown,0,11
33,management,married,tertiary,3024,cellular,nov,1,unknown,0,11
44,services,married,primary,1161,cellular,nov,1,failure,0,11
30,admin.,married,secondary,2284,cellular,nov,1,unknown,0,11
35,technician,single,unknown,1342,cellular,nov,1,unknown,0,11
32,unemployed,married,secondary,11524,cellular,nov,3,unknown,0,11
51,services,married,unknown,6451,telephone,nov,2,unknown,0,11
30,services,single,secondary,1846,cellular,nov,2,unknown,0,11
30,student,single,secondary,0,cellular,nov,1,unknown,0,11
32,blue-collar,single,secondary,413,cellular,nov,1,unknown,0,11
54,services,married,unknown,386,cellular,nov,1,success,0,11
33,management,single,tertiary,8038,cellular,nov,1,unknown,0,11
59,housemaid,married,primary,935,cellular,nov,3,failure,0,11
45,management,single,secondary,142,cellular,nov,1,failure,0,11
31,services,single,secondary,252,cellular,nov,1,unknown,0,11
30,management,single,tertiary,4896,cellular,nov,1,unknown,0,11
33,self-employed,married,tertiary,0,cellular,nov,2,unknown,0,11
37,blue-collar,married,secondary,1165,cellular,nov,3,success,0,11
37,technician,married,tertiary,1092,cellular,nov,3,unknown,0,11
30,management,married,tertiary,-181,cellular,nov,2,unknown,0,11
53,management,married,tertiary,8093,cellular,nov,1,unknown,0,11
41,management,married,tertiary,2885,cellular,nov,1,unknown,0,11
34,management,divorced,tertiary,27,cellular,nov,1,unknown,0,11
43,blue-collar,married,secondary,1927,cellular,nov,1,unknown,0,11
58,blue-collar,divorced,primary,8218,cellular,nov,2,failure,0,11
33,technician,single,tertiary,149,cellular,nov,2,other,1,11
32,blue-collar,married,secondary,3228,cellular,nov,3,unknown,0,11
50,management,married,secondary,0,cellular,nov,2,unknown,0,11
40,blue-collar,single,secondary,3,cellular,nov,1,unknown,1,11
46,services,married,secondary,2420,cellular,nov,2,unknown,0,11
54,management,married,tertiary,2650,cellular,nov,1,unknown,0,11
34,blue-collar,married,secondary,8309,cellular,nov,1,unknown,0,11
53,technician,married,secondary,0,cellular,nov,1,unknown,0,11
53,management,married,tertiary,241,cellular,nov,1,unknown,0,11
57,retired,married,primary,6969,cellular,nov,2,unknown,0,11
42,blue-collar,married,primary,807,cellular,nov,1,unknown,1,11
53,self-employed,married,tertiary,3711,cellular,nov,1,unknown,0,11
42,self-employed,married,secondary,3211,cellular,nov,2,failure,0,11
47,blue-collar,married,secondary,0,cellular,nov,1,unknown,0,11
46,technician,married,secondary,0,cellular,nov,2,unknown,0,11
50,technician,married,secondary,3149,cellular,nov,1,other,0,11
41,housemaid,single,secondary,2184,cellular,nov,1,failure,0,11
48,retired,married,primary,-285,cellular,nov,1,unknown,0,11
32,management,married,tertiary,11281,cellular,nov,1,unknown,0,11
30,unknown,single,unknown,6929,cellular,nov,1,unknown,0,11
40,unemployed,married,secondary,0,cellular,nov,1,failure,0,11
43,technician,divorced,secondary,6835,cellular,nov,1,failure,0,11
32,blue-collar,single,secondary,6337,cellular,nov,2,unknown,0,11
44,technician,single,secondary,1195,cellular,nov,6,failure,0,11
51,management,married,tertiary,94,cellular,nov,3,unknown,0,11
58,blue-collar,married,primary,630,cellular,nov,1,failure,0,11
43,management,married,tertiary,1993,cellular,nov,1,failure,0,11
36,blue-collar,married,primary,1503,cellular,nov,1,unknown,0,11
34,blue-collar,divorced,secondary,1125,cellular,nov,2,unknown,0,11
58,blue-collar,married,secondary,590,cellular,nov,1,failure,0,11
39,management,married,secondary,6012,telephone,nov,1,failure,0,11
35,management,single,tertiary,304,cellular,nov,2,unknown,0,11
36,technician,married,secondary,377,cellular,nov,1,unknown,0,11
33,unknown,single,secondary,1522,cellular,nov,1,unknown,0,11
51,blue-collar,married,primary,863,cellular,nov,1,other,0,11
52,blue-collar,married,secondary,7225,cellular,nov,2,failure,0,11
54,self-employed,divorced,tertiary,1323,cellular,nov,1,failure,0,11
41,blue-collar,married,secondary,1011,cellular,nov,1,other,0,11
49,technician,married,secondary,-74,cellular,nov,1,unknown,0,11
47,admin.,married,secondary,4480,telephone,nov,2,unknown,0,11
53,management,married,primary,1925,cellular,nov,1,unknown,0,11
44,management,divorced,tertiary,0,cellular,nov,1,unknown,0,11
39,entrepreneur,married,primary,238,cellular,nov,1,unknown,0,11
43,unemployed,divorced,secondary,1577,cellular,nov,1,unknown,0,11
56,unemployed,married,primary,107,cellular,nov,1,unknown,0,11
45,management,single,tertiary,997,cellular,nov,1,unknown,0,11
40,management,married,tertiary,315,cellular,nov,1,unknown,0,11
53,technician,married,secondary,2818,cellular,nov,1,failure,0,11
57,admin.,divorced,secondary,18268,cellular,nov,1,unknown,0,11
30,admin.,married,secondary,401,cellular,nov,1,unknown,0,11
50,blue-collar,divorced,secondary,203,telephone,nov,1,other,0,11
48,blue-collar,married,secondary,-202,cellular,nov,1,failure,0,11
59,retired,married,secondary,32948,cellular,nov,1,failure,0,11
39,technician,married,secondary,447,cellular,nov,1,unknown,0,11
45,entrepreneur,married,tertiary,0,cellular,nov,2,unknown,0,11
33,entrepreneur,married,secondary,2,cellular,nov,5,failure,0,11
36,management,single,secondary,0,cellular,nov,3,unknown,0,11
44,services,divorced,tertiary,2279,cellular,nov,1,failure,0,11
32,technician,single,secondary,7558,cellular,nov,2,unknown,0,11
52,blue-collar,divorced,primary,3990,cellular,nov,1,other,0,11
47,admin.,divorced,secondary,1939,cellular,nov,1,failure,0,11
47,blue-collar,married,secondary,538,cellular,nov,1,unknown,0,11
35,management,married,tertiary,2583,cellular,nov,1,unknown,0,11
57,management,married,primary,0,cellular,nov,1,unknown,0,11
45,technician,divorced,secondary,1066,cellular,nov,2,unknown,0,11
55,technician,married,primary,938,cellular,nov,1,unknown,0,11
39,management,married,secondary,763,cellular,nov,1,other,0,11
58,technician,single,tertiary,388,cellular,nov,1,unknown,0,11
32,technician,married,tertiary,432,cellular,nov,2,other,0,11
43,blue-collar,married,primary,25,cellular,nov,1,unknown,0,11
32,management,single,tertiary,0,cellular,nov,1,unknown,0,11
54,housemaid,married,tertiary,440,cellular,nov,1,unknown,0,11
31,admin.,single,tertiary,2004,cellular,nov,1,unknown,0,11
33,management,single,secondary,8004,cellular,nov,3,unknown,0,11
36,management,single,tertiary,774,cellular,nov,2,unknown,0,11
31,management,divorced,tertiary,883,cellular,nov,1,unknown,0,11
36,admin.,married,unknown,2323,cellular,nov,1,unknown,0,11
36,management,married,secondary,6077,cellular,nov,1,unknown,0,11
42,technician,married,secondary,300,cellular,nov,1,unknown,0,11
41,technician,married,tertiary,3700,cellular,nov,1,unknown,0,11
31,technician,married,secondary,793,cellular,nov,1,unknown,0,11
46,technician,married,secondary,1322,cellular,nov,1,unknown,0,11
45,blue-collar,married,secondary,2926,cellular,nov,3,failure,0,11
37,management,married,tertiary,1353,cellular,nov,1,unknown,0,11
42,management,married,tertiary,783,cellular,nov,2,failure,0,11
30,services,single,secondary,101,cellular,nov,2,unknown,0,11
30,blue-collar,married,primary,1101,cellular,nov,2,failure,0,11
59,retired,married,secondary,2291,cellular,nov,1,failure,0,11
51,technician,married,secondary,8863,cellular,nov,2,unknown,0,11
57,self-employed,married,secondary,11494,cellular,nov,1,unknown,0,11
45,management,married,tertiary,4395,cellular,nov,3,unknown,0,11
41,blue-collar,single,secondary,3851,cellular,nov,1,unknown,0,11
52,entrepreneur,divorced,tertiary,3975,cellular,nov,5,unknown,0,11
37,services,married,secondary,1784,cellular,nov,5,unknown,0,11
44,management,divorced,secondary,0,telephone,nov,1,unknown,0,11
34,management,divorced,tertiary,0,cellular,nov,1,unknown,0,11
35,blue-collar,married,secondary,1160,telephone,nov,1,unknown,0,11
56,admin.,married,secondary,33,cellular,nov,1,unknown,0,11
30,technician,single,secondary,538,cellular,nov,1,unknown,0,11
46,entrepreneur,married,primary,8873,cellular,nov,1,failure,0,11
42,admin.,married,secondary,196,cellular,nov,1,unknown,0,11
55,management,married,tertiary,563,cellular,nov,1,unknown,0,11
51,management,married,tertiary,10995,cellular,nov,2,unknown,0,11
45,self-employed,married,secondary,3080,cellular,nov,1,unknown,0,11
40,technician,married,secondary,657,cellular,nov,1,failure,0,11
35,unemployed,married,tertiary,816,cellular,nov,7,unknown,0,11
32,admin.,single,secondary,8619,cellular,nov,2,unknown,0,11
46,entrepreneur,married,secondary,3317,cellular,nov,2,unknown,0,11
46,unemployed,married,secondary,2017,cellular,nov,1,unknown,0,11
37,blue-collar,married,primary,253,cellular,nov,2,failure,0,11
33,blue-collar,married,tertiary,6138,cellular,nov,1,failure,0,11
32,management,married,tertiary,2044,cellular,nov,1,unknown,0,11
55,retired,married,secondary,3948,cellular,nov,1,failure,0,11
50,admin.,divorced,primary,8583,cellular,nov,1,unknown,0,11
45,self-employed,single,tertiary,1009,cellular,nov,2,unknown,0,11
46,unemployed,divorced,secondary,3354,cellular,nov,1,success,1,11
45,self-employed,married,secondary,830,cellular,nov,1,failure,0,11
38,blue-collar,single,unknown,5338,telephone,nov,1,unknown,0,11
38,blue-collar,divorced,secondary,0,cellular,nov,1,unknown,0,11
34,entrepreneur,married,tertiary,4028,cellular,nov,1,unknown,0,11
30,unemployed,married,secondary,1566,cellular,nov,1,unknown,0,11
31,services,married,secondary,593,cellular,nov,2,unknown,0,11
44,management,single,tertiary,12,cellular,nov,2,unknown,0,11
35,entrepreneur,single,secondary,866,cellular,nov,1,unknown,0,11
34,self-employed,married,tertiary,5498,cellular,nov,1,unknown,0,11
53,management,divorced,tertiary,26306,cellular,nov,3,unknown,0,11
33,self-employed,single,secondary,4,cellular,nov,2,failure,0,11
53,management,married,tertiary,7249,cellular,nov,1,unknown,0,11
47,unemployed,married,secondary,351,cellular,nov,1,failure,0,11
41,services,married,secondary,115,cellular,nov,2,unknown,0,11
39,blue-collar,married,secondary,94,cellular,nov,1,unknown,0,11
32,self-employed,single,tertiary,444,cellular,nov,1,unknown,0,11
31,services,married,secondary,-489,cellular,nov,3,unknown,0,11
37,services,married,secondary,523,telephone,nov,1,unknown,0,11
49,admin.,married,secondary,1697,cellular,nov,1,unknown,0,11
35,management,married,tertiary,16,cellular,nov,1,unknown,0,11
30,management,single,tertiary,2592,cellular,nov,1,unknown,0,11
35,blue-collar,married,secondary,86,cellular,nov,1,failure,0,11
40,blue-collar,married,secondary,4853,cellular,nov,1,failure,0,11
38,entrepreneur,married,secondary,0,cellular,nov,2,unknown,0,11
38,technician,single,secondary,884,cellular,nov,1,failure,0,11
35,management,married,tertiary,244,cellular,nov,1,unknown,0,11
55,management,married,tertiary,540,cellular,nov,2,unknown,0,11
42,services,single,secondary,2628,cellular,nov,1,unknown,0,11
39,management,married,tertiary,622,cellular,nov,1,unknown,0,11
31,technician,married,secondary,2420,cellular,nov,1,unknown,0,11
51,services,single,secondary,5610,cellular,nov,2,unknown,0,11
